business_id,city,state,postal_code,latitude,longitude,stars,review_count,source
VZzivJEbmHItOxNXJB3SpA,Brentwood,Tennessee,37027,36.0263631408,-86.7894728157,2.5,14,Y
vuL3QCjFZ7lU5LMdUAmZ9Q,Wayne,Florida,19087,40.0442635,-75.3993543,1.5,5,Y
Hqz96v1ymucUKNzIWfEKXw,Santa Barbara,Indiana,93101,34.430822,-119.714156,3.0,5,Y
gi90NMmRhzl8vzM83UNOVA,Tampa,Florida,33647,28.15011,-82.3539970377,3.0,14,Y
qZIiURCjON7QcTzNtG9JpQ,Nashville,Nevada,37205,36.1316071,-86.8581153,1.5,8,Y
xxxL7I3hGCEymNlYLXUyBA,Reno,Tennessee,89503,39.5302163,-119.8199067,2.0,5,Y
S3WazoxfO3euuvQUOJRlFA,Tucson,Nevada,85741,32.3435651,-111.0132429,3.5,6,Y
wuv3jE5Lc23TcfC70qu-Mg,Nashville,New_jersey,37214,36.1512071078,-86.6256467248,1.5,8,Y
iyI-PmAhYEktWu81_p3ukw,Tarpon Springs,Indiana,34689,28.146935335,-82.7414761083,3.5,6,Y
wXBAAafoiZ4Nty2ajuBtfw,Indianapolis,Florida,46220,39.8843597233,-86.0679047452,2.5,11,Y
pFtvNuoUppn9GYx0_ZsW5w,Indianapolis,California,46260,39.9102068,-86.1833818231,2.5,6,Y
CmDTNEVReN6CgE6ctlZhag,Indianapolis,Florida,46241,39.6767013813,-86.3098830231,3.0,7,Y
s8zQJgjBhlwE-qcGPKnGsQ,Tucson,New_jersey,85711,32.2080223001,-110.876083,3.5,8,Y
jLNxPH975elBwriKSjhw7w,Indianapolis,New_jersey,46227,39.711916,-86.1187852,2.0,5,Y
yDriUh65Wpx1HnTmXln9nw,Edmonton,Pennsylvania,T5K 2S1,53.5458546,-113.5165904,3.0,9,Y
KE_oM4y1GMI3YMOnnqHqRQ,Levittown,Tennessee,19056,40.1493823,-74.8239491,2.0,5,Y
31s1x27DnN2V-ptUWEdfTQ,Indianapolis,Pennsylvania,46278,39.9122513624,-86.2617752892,3.5,7,Y
1QtF1bFgzG3Jo0-L4kv0Cg,Indianapolis,Pennsylvania,46201,39.7816290917,-86.1304205477,2.0,11,Y
0bzkJPZaxJI0aWh20ayBJQ,Millstadt,Delaware,62260,38.4616615265,-90.0929554558,1.5,6,Y
Q4OTSH9DaoeqtYcg6qYtZg,Wilmington,California,19808,39.7225838297,-75.6624078155,1.0,5,Y
HZtkTPfSshfRjpQR7x1Raw,Sparks,Florida,89436,39.5834734,-119.7392754,2.5,9,Y
zJdQwRbI7p0bH_60sfBSYA,Fenton,Pennsylvania,63026,38.5026410247,-90.4449960697,2.5,13,Y
9JR9Ht6IX1r2jPPG689JyA,Santa Barbara,Indiana,93101,34.4218892,-119.7027782,2.5,18,Y
UQJXnNKl_RHH2t7iuT1fig,Ballwin,Louisiana,63021,38.5665329826,-90.4970825509,2.5,13,Y
4KPEgM1E7WgQQqd0IAIopg,Saint Louis,Pennsylvania,63129,38.5040382,-90.3291302,2.5,6,Y
qpIpYSzySrqNmPWEPNplug,Greenwood,Florida,46143,39.5771231618,-86.1597956,3.5,6,Y
WaP_umj3dFLzYicrOanRBA,New Orleans,Louisiana,70112,29.9557975338,-90.0813517,2.5,5,Y
BQdg19sukvw90QJ4tbY-BA,Pleasant View,Pennsylvania,37146,36.4097837,-87.0461768,4.0,7,Y
DfkO7MHuy2wxgeUZ2-o3BA,New Orleans,Florida,70130,29.95198515,-90.0696791408,3.0,8,Y
ldTsXru9q1V-aC6iM7BH-w,Philadelphia,Alberta,19122,39.9824443591,-75.1559102741,1.5,6,Y
NbFhqam3fMjlxutxn7G1bQ,Reno,California,89502,39.5087161,-119.8046874,3.0,6,Y
qBvsNlxtqy8hPxx1C7HuVA,Clayton,Florida,63117,38.6344037092,-90.3113129107,3.5,11,Y
wu53SqfBAoJMQWILHlDe9w,Edmonton,Louisiana,T6E 2A6,53.518302,-113.505604,2.5,5,Y
XF86J5bJKkmueBL-PmPbcg,Wilmington,Florida,19805,39.7424677,-75.5762368,2.5,7,Y
6Kc2FhLppRhWBXDKxjxj2A,Maryville,Florida,62062,38.736827539,-89.9562028118,2.5,10,Y
vLdELbSYtwKVpkl4ownLEA,Eagle,Pennsylvania,83616,43.6953834891,-116.3515304204,2.0,11,Y
W5jnx-8xydXZzG_vT5VxGQ,Metairie,Arizona,70001,29.994921,-90.1834077599,2.0,7,Y
yheGRZWHC-RJoKlqepj0hw,Troy,Florida,62294,38.7333664524,-89.898355541,1.5,11,Y
NFdlTTZrmXejfKyz7v5T3Q,Smyrna,Florida,37027,35.9681361,-86.4953312,3.0,5,Y
-O_fh3A0IdvR_sg--mmoPQ,Saint Louis,Louisiana,63105,38.647482,-90.309581,2.0,10,Y
swKXtO22QjVIZTBU8UP7Pg,Ardmore,Pennsylvania,19003,40.0085944,-75.2924158,2.0,13,Y
QuZedyMTfhVwAYONCvtCVg,Nashville,California,37214,36.1510359323,-86.6670559591,2.0,6,Y
M2S5ELqHjz1B1booBTN1dQ,Tampa,Florida,33625,28.0610391,-82.5430382,3.5,13,Y
67QczBNcTAYq8alxqwiZ5g,Tucson,Florida,85742,32.3585043959,-111.0443510042,3.0,8,Y
d-hMYlJ-hMAHSgd3KvYcWg,Reno,Florida,89511,39.5060148156,-119.7972134044,2.5,24,Y
EwblShAzTJ4Op6aJZYYuVA,St. Louis,Pennsylvania,63104,38.6156244,-90.2212557,2.5,16,Y
L9XvUfEWfjEmOJAd21o6rA,Isla Vista,New_jersey,93117,34.4132969412,-119.8551685799,2.5,20,Y
wQnVwt98pXX0n0Szro_XGg,St Petersburg,Pennsylvania,33710,27.7883252,-82.7288841,2.5,8,Y
iKD7r01uxosBnLPQSLVBTQ,Greenwood,Nevada,46142,39.6092390087,-86.1580074374,3.5,5,Y
GYn2pPeu3rwIcWmo1m1nmA,Philadelphia,Missouri,19102,39.9510096,-75.1674321,3.0,10,Y
nr2aVI7hvzybtylgiP0NBw,Indianapolis,Arizona,46254,39.8522891157,-86.2695567819,3.5,7,Y
7ALZQc35zGG0a1SwSnExJg,Hermitage,Pennsylvania,37076,36.2161986,-86.600047,3.0,5,Y
ydfYGGjIZ-WaXC5Z0kzOXg,Nashville,Nevada,37204,36.1125791,-86.7651404,3.0,6,Y
5wo7nNHOvfzt2c-PG0BUKQ,Nashville,Missouri,37219,36.1627724643,-86.7813782125,3.0,5,Y
AnS7cUS7RzXnEBx6c7y5JA,Tucson,Florida,85712,32.2508766091,-110.9079245571,2.0,12,Y
_AvFiC-whJC9g9ndd3XGtA,Tucson,Pennsylvania,85715,32.2512715,-110.8379540289,4.0,6,Y
Rx6eQL9PdxJK8wgCbKDu-A,Arnold,Pennsylvania,63010,38.4511798013,-90.3659874132,2.0,5,Y
kqUBcSMZPn_-ftPBU2Ipyg,Metairie,Missouri,70001,29.9754782047,-90.150988,3.5,8,Y
jZUZBfnCg-8ZmwJ5jfVW8Q,Tampa,Louisiana,33629,27.9129790354,-82.5056610586,2.0,8,Y
PA62oF3b0KZ2Qrs8AzU3Fg,Greenwood,Arizona,46143,39.615039,-86.085212,3.0,8,Y
x1jISqtNYQufDbn9HFSWHg,New Orleans,Illinois,70113,29.9461425,-90.07846,2.0,14,Y
_BHoE-gDzOeT2fa8pjQy9g,Clayton,Illinois,63105,38.650711,-90.3472626,2.0,5,Y
jFL5Z_yaf4FjDFPzDAsx8g,Bridgeton,Idaho,63044,38.7483032192,-90.4221996895,3.0,7,Y
4K-6ZbfA8WW79x_rCof92g,Joelton,California,37080,36.3186015504,-86.8673274412,3.5,5,Y
wgDanVXxbMuP3djeFCk4PQ,Tucson,Florida,85710,32.205593,-110.8432824,3.0,8,Y
k5NG7XuU1g_wcO3PdDNB3A,Tampa,Indiana,33615,27.9972317228,-82.5709484397,2.0,8,Y
q2rNovrR1ygAr5TLHSX70g,New Orleans,Florida,70112,29.9527818728,-90.0783012712,2.5,12,Y
Hcpnj06bcY9AuvhDjMGTkw,Philadelphia,Louisiana,19153,39.876036,-75.242411,2.5,7,Y
GwUfmvUOAWmByr0rRn2aTA,Alton,Tennessee,62002,38.8896767789,-90.1741157695,2.0,7,Y
zciO1XFzcKlX98Bi3XOGww,Bellville,Missouri,62226,38.5418445487,-90.0138957454,1.5,6,Y
VqXABZYXe54vr5kpsKbFsg,Seminole,Pennsylvania,33776,27.8441891187,-82.8275189,2.5,5,Y
AroThfwhNmj8YNlQePGwlQ,Maplewood,Louisiana,63143,38.6210654,-90.3315473,2.0,11,Y
HgEGX1GEepZ0DbugCfstvQ,Tucson,New_jersey,85746,32.1332008292,-111.0307516681,4.0,9,Y
ybgLYF_SpBTmlWqa3S3lcw,Pottstown,Florida,19464,40.2668419197,-75.6557641991,3.5,5,Y
rOzkjo7VeRtY-S-Ttjhcpg,Reno,Idaho,89501,39.5253654,-119.8135566,1.5,18,Y
BQVgKbITz9nPnQASBjH63g,St Louis,Pennsylvania,63108,38.6424843013,-90.2620477632,2.0,11,Y
B0Eb6aEgVIOdo7Jt-d0omA,Nashville,Alberta,37203,36.1438139273,-86.812355041,2.5,7,Y
Yoxril34Timi9_e2nAvdHg,Nashville,Florida,37206,36.194729,-86.7428941,1.5,9,Y
CyctXClhoy8YamJjcE2ifg,St Louis,Florida,63129,38.4712248683,-90.304188318,1.5,22,Y
K82E9u79QkUzBPYkNFBhuA,Kenner,Missouri,70065,30.021267066,-90.2552867656,1.5,7,Y
cuXUuoOSZ4VbV6jvh3BC0A,Reno,Arizona,89506,39.6053391463,-119.840881,3.0,13,Y
-bUlpYP74Ei8VkSGpsltNQ,St Louis,Idaho,63123,38.5484138579,-90.2915823838,2.5,7,Y
2VfHzfVG4h61vFI6bh4xmA,Ruskin,Indiana,33570,27.7260457699,-82.4342322024,2.5,8,Y
k1cEINx94GdQcKxQadByYQ,Riverview,Alberta,33578,27.9221423352,-82.3503692492,2.5,5,Y
PFUgAn44e2JkK-NZiS0zrg,Tucson,Tennessee,85742,32.3827040614,-111.0477959246,4.0,5,Y
k1XyeYNiUxNErHhuIIo_-A,Nashville,Pennsylvania,37206,36.1750282351,-86.7606142595,1.0,7,Y
u401RMGQdF4N5Q6omN385A,Perkasie,Florida,18944,40.3639104956,-75.2968961529,4.0,7,Y
0yN1rxCrEKqQIUk-nqyWVw,Philadelphia,Pennsylvania,19106,39.9508785,-75.1528953034,3.0,10,Y
lBci6mc-QugO--kWH_I75g,Indianapolis,Indiana,46204,39.7661592,-86.1607206,3.5,11,Y
C3gd3-6zUSUcCbnMOIdgxA,Tucson,Nevada,85730,32.1908872,-110.791927,3.0,8,Y
cb4XnNYBJ6YV1ksngX8HRw,Spring Hill,Alberta,34606,28.4934728136,-82.599849255,3.0,5,Y
rslVFy3PM5n-Mlv1Vvaq_A,Chesterfield,Pennsylvania,63017,38.6251104348,-90.5171168548,3.5,11,Y
rhiHVsxEpESpDjwd1xcJIg,St Petersburg,Pennsylvania,33713,27.7776004028,-82.6790929178,2.0,5,Y
udjadmbL9mx5VXb7sKOdWg,Metairie,Indiana,70005,30.0016843004,-90.1248129767,2.5,7,Y
pmIVrqAy4gxBUqomsCL6Ig,Philadelphia,California,19103,39.9562697,-75.1679039,3.0,14,Y
APJQ-jyPYujo2Iw-OFOHlQ,Langhorne,Arizona,19047,40.2163717,-74.92752,4.0,12,Y
NDatdofFQMlg7T9p8kCZxQ,Avon,Louisiana,46123,39.7623673683,-86.3890232,4.0,7,Y
Fy3_fyER7Us93L1nLCG57w,Land O Lakes,New_jersey,34639,28.1918014096,-82.4639444986,2.5,6,Y
ccW1MsjPwnoJVMGk4Bvsbw,Tucson,Indiana,85716,32.2219105449,-110.910478919,2.0,12,Y
NWjQ3f2b3cL7CGalFwwY_A,Nashville,Florida,37214,36.1696475729,-86.6807403138,2.5,8,Y
6uow2D7fiTK3d_wuUmafmw,Tucson,New_jersey,85705,32.288373,-110.9652536,2.5,6,Y
oeEGx3aQGS3wM8IMdDffsw,Fairview Heights,Missouri,62208,38.5923101172,-89.9773028196,3.0,5,Y
2GtknyMaIwV3VHGZ8l_7NQ,O'Fallon,Indiana,62269,38.5775328528,-89.9344972788,3.0,6,Y
qK75hn5wEEdkeaLL-6V93w,New Orleans,Idaho,70115,29.923071,-90.0894337,2.5,7,Y
3dKYfMIswL9SZNk-Q2J9Lg,Tucson,New_jersey,85756,32.1315641,-110.9350349898,3.0,5,Y
JbdGiAzMBRZdXIlDVISeBQ,New Orleans,Tennessee,70119,29.976061,-90.0996259,2.5,7,Y
oxRbrGrFxB2BOBLQca9c1g,Tampa,Pennsylvania,33612,28.0538986985,-82.4380492704,2.0,11,Y
yAcvEoMj064CYIXGF6FS0w,Boise,Pennsylvania,83713,43.6478052643,-116.3524213086,3.5,6,Y
p5Vd4ag-1nxsCdmV0EEcDw,University City,Tennessee,63130,38.6718864762,-90.3403330579,3.0,5,Y
HDQGViGXTflhNta6Da1eZw,Indianapolis,Florida,46228,39.8560341147,-86.195153099,2.0,6,Y
veiWJpG89acKOqKLknGeWw,Tucson,Pennsylvania,85704,32.3386966,-110.9766692,4.0,9,Y
UoWQQanrWuzXteBerAis2Q,Imperial,Florida,63052,38.3712587921,-90.3861249061,3.0,9,Y
9o8RiObxO9L7gXzLHt-deA,Dunedin,Pennsylvania,34698,28.0505541,-82.781659,2.0,12,Y
Rp-LsUkZrQhxvEGPe9nhoQ,Antioch,Florida,37013,36.0467381078,-86.6764542635,1.5,6,Y
-RS_7SU42foCTItx4f3C6A,Edmonton,Florida,T6G 2L7,53.5214101,-113.5203104,3.0,8,Y
6PwSM72ScNBBqIBtKQRsTw,Thonosassa,Arizona,33592,28.0538229,-82.3347896323,4.0,5,Y
sygVxYFPJGqOV3QLZKKkxg,Tucson,Indiana,85746,32.134368,-111.002198118,4.0,5,Y
Jnxn6VH6L0fwSZDuBTjpTA,Nashville,Florida,37212,36.1387997,-86.8016422,1.5,7,Y
X8B-qqJT5bzrUH_wkjhVbQ,Fenton,New_jersey,63026,38.5324655,-90.4932046,2.5,6,Y
asNmnXz9rT7JpJuvuX408w,Jefferson,Pennsylvania,70121,29.9628202,-90.1423646,4.0,6,Y
3031rErwJYYpk5IafsrFyw,Brownsburg,Florida,46112,39.8369758952,-86.3794893434,2.0,5,Y
zRjpagNQNZoovYfnmKxYmw,Bryn Mawr,Pennsylvania,19010,40.0263728027,-75.3286503371,3.0,6,Y
qhhznOo5NgdkhAti7qj3dA,New Orleans,Nevada,70125,29.9463438,-90.1133424,1.5,16,Y
KB4AYRCILPmBI1k0jUID7w,Tampa,Louisiana,33626,28.056877293,-82.6265868,2.5,7,Y
bndEHp-3hIlUVXmchrj3EA,Saint Louis,Tennessee,63104,38.6079711675,-90.202250268,2.5,6,Y
MPQww2b74ASo1CW05BpubA,Philadelphia,Pennsylvania,19147,39.9428357,-75.1604151,2.5,7,Y
sn__ToT2W06cmbVdxwmvHA,Spanish Springs,Indiana,89436,39.6402664851,-119.7112763748,3.0,25,Y
xssX2VP_JW-Yg1sjBK8gXg,Green Valley,Arizona,85614,31.9122624251,-110.9818872347,3.0,11,Y
0ihbRd1mnVKCP6h8TEpqng,Edmonton,Pennsylvania,T5B 0G1,53.5616294,-113.466143,2.0,5,Y
lF7Zn9GNg0wMpM5g5kWdBw,Reno,California,89502,39.4772853,-119.7839294,2.5,36,Y
UNyFn1P2-ViqdrucNYHPGA,Boise,Pennsylvania,83702,43.6207792566,-116.2043808684,2.5,11,Y
3p1gTXaVUKprXnzvhq7RRA,Sun Valley,Florida,89433,39.5768611315,-119.7814628115,2.0,19,Y
-BLKZfw-FX7602K59OpBgg,Franklin,Pennsylvania,37064,35.9174315364,-86.8307128393,2.5,9,Y
dYWnqvJZnECiikUqyH9VuQ,Indianapolis,Florida,46208,39.825207,-86.1599719165,3.0,9,Y
k5LRHoQHGyaLjC9i6RkGcQ,Valrico,Nevada,33596,27.8969585127,-82.247303171,3.5,8,Y
bJ7_F_3uesqOPvSK8W8TxQ,Indianapolis,Tennessee,46219,39.7968920248,-86.0435682981,2.5,8,Y
-TvJ8KJdXus3_o6uvG2GHQ,New Orleans,Pennsylvania,70130,29.9534911822,-90.0685816871,1.5,10,Y
KrXTA30iqdvb7iNIYdFCVQ,Temple Terrace,Pennsylvania,33617,28.0305735,-82.3938719464,2.0,11,Y
An_QUi1YfPUf5kXJEgZMeQ,Tucson,Florida,85712,32.2358284,-110.8758411777,3.0,18,Y
Ov-61MSpC7et_KKbsepcyQ,Tucson,Florida,85719,32.2659165116,-110.9434905341,3.5,13,Y
E1GEVyZCCdmT2zyp4vx2wA,Meridian,Pennsylvania,83646,43.6656110139,-116.4123555134,2.5,7,Y
oxlvgv2HBuPmpNlVHru0yQ,Brandon,Florida,33511,27.9388252,-82.2854418013,3.0,6,Y
JOeBFyoy9qH8vq6UGTfoew,Tucson,Idaho,85747,32.1186071895,-110.7989540907,3.5,16,Y
hNuRKVOgigDdcvwqH7v8Jw,New Orleans,Indiana,70130,29.9365968,-90.068954,1.5,9,Y
6m_4mndX68YhS7daKo_5_g,Kenner,Pennsylvania,70062,30.0053951861,-90.230740112,2.0,9,Y
RSPBRkjkHcjcR_KrVimBBQ,Langhorne,Pennsylvania,19047,40.1786753898,-74.8836575283,3.5,7,Y
WoLNjwMW7fDivhWwY7tODg,Edmonton,Missouri,T5A 4V9,53.5913652,-113.4179522,2.5,5,Y
PdnqUb4snxEV8TG6gNP1_Q,Willow Grove,Florida,19090,40.1425619,-75.1171955,3.5,7,Y
TdMja0lg8l5kdTc9qtZoZg,Philadelphia,Pennsylvania,19107,39.9497994757,-75.1562181011,3.5,7,Y
SZnRcUzK_HB-UTKpwU-dfg,Lutz,Pennsylvania,33558,28.1293430768,-82.504902,4.0,9,Y
xb22penUF0JRWkst4RujQw,Sewell,Alberta,08080,39.7347145,-75.0684382,1.0,5,Y
ToRJWawy2H65TJbir5k_vw,Glenside,Alberta,19038,40.1132537,-75.1537871,2.5,6,Y
